kunde_id;geburtsdatum;geschlecht;beruf;anmeldedatum;vorname;nachname;email;telefonnummer
483;1971-07-17;W;Student;2019-05-27;Fatma;Girschner;fatma.girschner92@gmail.com;08044 13074
484;1981-05-14;D;Kaufmann;2020-09-04;Kurt;Zimmer;kurt.zimmer23@gmail.com;+49(0)2683 89681
485;1949-03-11;D;Student;2017-05-02;Ignatz;Weimer;ignatz.weimer57@outlook.de;(07262) 071560
486;2002-08-21;D;Pfleger;2022-08-10;Henryk;Rosenow;henryk.rosenow79@web.de;09697420426
487;2007-11-15;W;Buchhalter;2018-04-10;Klothilde;Wagner;klothilde.wagner37@outlook.de;+49 (0) 5313 332662
488;1949-01-08;W;Ingenieur;2023-12-05;Hannchen;Vollbrecht;hannchen.vollbrecht87@t-online.de;+49(0) 491712445
489;1948-06-24;D;Lehrer;2022-12-14;Aldo;Drubin;aldo.drubin83@gmx.de;+49(0) 235985204
490;1983-07-17;W;Fahrer;2018-04-03;Ruthild;Lindner;ruthild.lindner13@t-online.de;+49(0)8506 868438
491;2001-12-29;W;Manager;2015-06-23;Gerhild;Jacob;gerhild.jacob37@gmx.de;04858 917091
492;2003-02-24;D;Pfleger;2018-04-04;Sylwia;Grein Groth;sylwia.grein groth78@web.de;(06082) 19200
493;1976-11-27;M;Jurist;2015-01-25;Henner;Kade;henner.kade75@web.de;(09230) 54668
494;1970-09-09;W;Arzt;2018-11-16;Raphaela;Hübel;raphaela.hübel40@outlook.de;0540377034
495;1946-02-26;D;Programmierer;2022-07-19;Martina;Etzler;martina.etzler91@gmail.com;+49(0)3957504565
496;1984-09-13;D;Elektriker;2023-03-27;Auguste;Bohnbach;auguste.bohnbach49@gmx.de;06374 511818
497;2001-08-11;M;Lehrer;2015-11-20;Erhardt;Berger;erhardt.berger86@t-online.de;(07157) 76145
498;1994-01-07;D;Student;2023-10-15;Michaele;Scholl;michaele.scholl86@outlook.de;+49(0)2215 88885
499;1956-11-03;W;Programmierer;2022-09-16;Ella;Kitzmann;ella.kitzmann3@gmx.de;(05321) 624604
500;1977-07-19;M;Verkäufer;2019-12-24;Karl-Ernst;Henck;karl-ernst.henck28@gmx.de;05513 453841
